,rating,name,url,area_genre,dinner_price,lunch_price,holiday
129,3.75,トリコロール 本店,https://tabelog.com/tw/tokyo/A1301/A130101/13007761/,"東銀座車站 / 咖啡館, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期二
130,3.75,リベルテ・パティスリー・ブーランジェリー 東京本店・吉祥寺,https://tabelog.com/tw/tokyo/A1320/A132001/13219660/,"吉祥寺車站 / 麵包, 蛋糕, 咖啡店","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
131,3.75,つる瀬 湯島本店,https://tabelog.com/tw/tokyo/A1311/A131101/13003616/,"湯島車站 / 日式點心, 大福, 日式甜點店",-,- JPY 999,"星期一, 節假日後"
132,3.75,ジュウニブンベーカリー 新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13220673/,"新宿車站 / 麵包, 西式甜點",- JPY 999,- JPY 999,-
133,3.75,北斎茶房,https://tabelog.com/tw/tokyo/A1312/A131201/13009563/,"錦糸町車站 / 日式甜點店, 刨冰, 釜飯","JPY 1,000 - JPY 1,999",- JPY 999,"星期一, 星期二"
134,3.75,和光ティーサロン,https://tabelog.com/tw/tokyo/A1301/A130101/13009081/,"銀座車站 / 咖啡店, 蛋糕","JPY 2,000 - JPY 2,999","JPY 3,000 - JPY 3,999",-
135,3.75,ラ・プレシューズ 紀尾井町店,https://tabelog.com/tw/tokyo/A1308/A130801/13198490/,"永田町車站 / 蛋糕, 西式甜點, 麵包","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
136,3.75,ヨハン 本店,https://tabelog.com/tw/tokyo/A1317/A131701/13003450/,中目黑車站 / 蛋糕,-,- JPY 999,-
137,3.75,ウッドベリーズ 本店,https://tabelog.com/tw/tokyo/A1320/A132001/13005904/,"吉祥寺車站 / 意式冰淇淋/冰淇淋, 其他",- JPY 999,-,-
138,3.75,クラブハリエ 日本橋三越店,https://tabelog.com/tw/tokyo/A1302/A130202/13004023/,三越前車站 / 年輪蛋糕,"JPY 1,000 - JPY 1,999",-,-
139,3.75,ル・コワンヴェール パトリック・ルメル,https://tabelog.com/tw/tokyo/A1309/A130905/13058480/,"飯田橋車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999",- JPY 999,"星期一, 星期二"
140,3.75,ベッカライ・ブロートハイム,https://tabelog.com/tw/tokyo/A1317/A131707/13001529/,"櫻新町車站 / 麵包, 西式甜點, 咖啡店",- JPY 999,"JPY 1,000 - JPY 1,999","星期一, 星期二"
141,3.75,パティスリーサロン・ドゥ・テ アミティエ,https://tabelog.com/tw/tokyo/A1309/A130905/13047005/,"神樂坂車站 / 蛋糕, 咖啡店, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期二
142,3.75,テオブロマ 渋谷本店,https://tabelog.com/tw/tokyo/A1318/A131810/13005471/,"代代木公園車站 / 巧克力, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
143,3.75,タイズ,https://tabelog.com/tw/tokyo/A1310/A131004/13018359/,"本鄉三丁目車站 / 咖啡館, 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期一, 星期二, 星期三, 星期四"
144,3.75,パティシェリア,https://tabelog.com/tw/tokyo/A1304/A130401/13039063/,新宿車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,-
145,3.75,チリムーロ,https://tabelog.com/tw/tokyo/A1303/A130301/13164533/,"代官山車站 / 蛋糕, 甜食",- JPY 999,-,"星期一, 星期二, 星期三, 星期日"
146,3.75,パティスリー・スリール,https://tabelog.com/tw/tokyo/A1317/A131701/13018799/,"祐天寺車站 / 蛋糕, 麵包",-,- JPY 999,星期三
147,3.74,ジャパニーズアイス櫻花,https://tabelog.com/tw/tokyo/A1303/A130302/13040777/,"惠比壽車站 / 意式冰淇淋/冰淇淋, 咖啡店, 刨冰",- JPY 999,- JPY 999,-
148,3.74,ダンデライオン・チョコレート ファクトリー&カフェ蔵前,https://tabelog.com/tw/tokyo/A1311/A131103/13191976/,"藏前車站 / 巧克力, 咖啡店, 西式甜點",-,"JPY 1,000 - JPY 1,999",-
149,3.74,追分だんご本舗 新宿本店,https://tabelog.com/tw/tokyo/A1304/A130401/13000836/,"新宿三丁目車站 / 日式甜點店, 日式點心, 刨冰",-,"JPY 1,000 - JPY 1,999",-
150,3.74,果実園リーベル 東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13131338/,"東京車站 / 水果聖代, 蛋糕, 義大利料理","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
151,3.74,トシ・ヨロイヅカ 東京,https://tabelog.com/tw/tokyo/A1302/A130202/13202758/,"京橋車站 / 蛋糕, 咖啡店, 麵包","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",星期二
152,3.74,廚 くろぎ,https://tabelog.com/tw/tokyo/A1311/A131101/13214654/,"上野廣小路車站 / 日式甜點店, 刨冰, 咖啡店","JPY 2,000 - JPY 2,999",-,-
153,3.74,マッターホーン,https://tabelog.com/tw/tokyo/A1317/A131702/13003197/,"學藝大學車站 / 蛋糕, 咖啡館, 年輪蛋糕",-,- JPY 999,星期二
154,3.74,カヤバ珈琲,https://tabelog.com/tw/tokyo/A1311/A131104/13019585/,"根津車站 / 咖啡館, 咖啡店, 刨冰","JPY 1,000 - JPY 1,999","JPY 2,000 - JPY 2,999",星期一
155,3.74,breadworks 表参道,https://tabelog.com/tw/tokyo/A1306/A130602/13148002/,"表參道車站 / 麵包, 咖啡店, 甜食",- JPY 999,- JPY 999,-
156,3.74,ジェラテリア テオブロマ,https://tabelog.com/tw/tokyo/A1309/A130905/13043391/,"神樂坂車站 / 意式冰淇淋/冰淇淋, 巧克力, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
157,3.74,巴裡 小川軒 新橋店,https://tabelog.com/tw/tokyo/A1301/A130103/13024996/,"新橋車站 / 西式甜點, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期日
158,3.74,松之助 N.Y. 東京・代官山店,https://tabelog.com/tw/tokyo/A1303/A130303/13005179/,"代官山車站 / 蛋糕, 咖啡店, 鬆餅",-,"JPY 1,000 - JPY 1,999",星期一
159,3.74,トラスパレンテ 中目黒店,https://tabelog.com/tw/tokyo/A1317/A131701/13187231/,"中目黑車站 / 麵包, 咖啡店, 蛋糕",- JPY 999,"JPY 1,000 - JPY 1,999",星期二
160,3.74,かえる食堂,https://tabelog.com/tw/tokyo/A1322/A132202/13030312/,"要町車站 / 咖喱, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期一, 星期日"
161,3.74,虎ノ門 岡埜榮泉,https://tabelog.com/tw/tokyo/A1308/A130802/13001513/,"虎之門Hills車站 / 日式點心, 大福, 銅鑼燒",-,- JPY 999,"星期日, 節假日"
162,3.74,ブーランジェリーブルディガラ 広尾本店,https://tabelog.com/tw/tokyo/A1307/A130703/13000523/,"廣尾車站 / 麵包, 蛋糕",- JPY 999,- JPY 999,星期二
163,3.74,成城アルプス,https://tabelog.com/tw/tokyo/A1318/A131814/13002002/,"成城學園前車站 / 蛋糕, 咖啡館, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期二
164,3.74,クルミドコーヒー,https://tabelog.com/tw/tokyo/A1325/A132502/13056474/,"西國分寺車站 / 咖啡店, 咖啡館, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期四
165,3.74,長命寺 桜もち,https://tabelog.com/tw/tokyo/A1312/A131203/13002949/,"曳舟車站 / 日式點心, 日式甜點店, 咖啡店",- JPY 999,- JPY 999,"星期一, 星期二"
166,3.74,トラスパレンテ 学芸大学店,https://tabelog.com/tw/tokyo/A1317/A131702/13129736/,"學藝大學車站 / 麵包, 咖啡店, 蛋糕",- JPY 999,"JPY 1,000 - JPY 1,999","星期一, 星期二"
167,3.74,言問団子,https://tabelog.com/tw/tokyo/A1312/A131203/13002945/,"曳舟車站 / 日式點心, 日式甜點店",-,- JPY 999,星期二
168,3.74,ノリエット,https://tabelog.com/tw/tokyo/A1318/A131809/13000687/,"下高井戶車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期二, 星期三"
169,3.74,ドース イスピーガ,https://tabelog.com/tw/tokyo/A1310/A131002/13211554/,小川町車站 / 西式甜點,-,- JPY 999,星期日
170,3.74,パティスリー フォブス,https://tabelog.com/tw/tokyo/A1311/A131103/13200705/,"藏前車站 / 蛋糕, 刨冰",- JPY 999,-,星期三
171,3.73,近江屋洋菓子店,https://tabelog.com/tw/tokyo/A1310/A131002/13000337/,"淡路町車站 / 蛋糕, 麵包, 果汁吧攤",- JPY 999,"JPY 1,000 - JPY 1,999",-
172,3.73,ゼロワンカレーA.o.D,https://tabelog.com/tw/tokyo/A1314/A131402/13239329/,"田町車站 / 印度料理, 印度咖哩, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
173,3.73,ディゾン 水道橋,https://tabelog.com/tw/tokyo/A1310/A131003/13182399/,"水道橋車站 / 咖啡店, 蛋糕","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
174,3.73,プレミアム マリオジェラテリア 新宿伊勢丹店,https://tabelog.com/tw/tokyo/A1304/A130401/13012042/,"新宿三丁目車站 / 意式冰淇淋/冰淇淋, 果汁吧攤, 西式甜點",- JPY 999,- JPY 999,-
175,3.73,甘味処 みつばち 本店,https://tabelog.com/tw/tokyo/A1311/A131101/13003590/,"湯島車站 / 日式甜點店, 刨冰, 意式冰淇淋/冰淇淋",-,- JPY 999,-
176,3.73,和菓子処 大角玉屋 銀座店,https://tabelog.com/tw/tokyo/A1301/A130102/13060712/,"有樂町車站 / 日式點心, 大福, 銅鑼燒",- JPY 999,- JPY 999,-
177,3.73,ル カフェドゥ ジョエル・ロブション 日本橋高島屋店,https://tabelog.com/tw/tokyo/A1302/A130202/13009090/,"日本橋車站 / 咖啡店, 蛋糕, 法式料理","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
178,3.73,日本橋 錦豊琳 かりんとう専門店,https://tabelog.com/tw/tokyo/A1302/A130201/13045125/,東京車站 / 日式點心,-,- JPY 999,-
179,3.73,玉英堂彦九郎,https://tabelog.com/tw/tokyo/A1302/A130204/13006478/,"人形町車站 / 日式點心, 銅鑼燒",-,- JPY 999,-
180,3.73,ビヤンネートル,https://tabelog.com/tw/tokyo/A1318/A131811/13113676/,"代代木上原車站 / 蛋糕, 咖啡店, 刨冰",- JPY 999,- JPY 999,-
181,3.73,梅花亭 神楽坂本店,https://tabelog.com/tw/tokyo/A1309/A130905/13040265/,"神樂坂車站 / 日式點心, 大福, 銅鑼燒",- JPY 999,- JPY 999,星期三
182,3.73,ヴァン ドゥ リュド 尾山台店,https://tabelog.com/tw/tokyo/A1317/A131715/13140110/,"尾山台車站 / 麵包, 西式甜點, 咖啡店",- JPY 999,- JPY 999,-
183,3.73,越後鶴屋,https://tabelog.com/tw/tokyo/A1319/A131907/13006656/,"西荻窪車站 / 日式點心, 大福",- JPY 999,- JPY 999,"星期一, 星期二"
184,3.73,い志い,https://tabelog.com/tw/tokyo/A1324/A132403/13098265/,"柴又車站 / 日式點心, 西式甜點, 銅鑼燒",- JPY 999,-,-
185,3.73,五十鈴,https://tabelog.com/tw/tokyo/A1309/A130905/13023132/,"牛込神樂坂車站 / 日式點心, 銅鑼燒, 仙貝",- JPY 999,- JPY 999,"星期日, 節假日"
186,3.73,イエンセン,https://tabelog.com/tw/tokyo/A1318/A131810/13007309/,"代代木八幡車站 / 麵包, 蛋糕",-,- JPY 999,"星期日, 節假日"
187,3.73,浅田家,https://tabelog.com/tw/tokyo/A1308/A130802/13024135/,"溜池山王車站 / 日式點心, 大福",-,- JPY 999,"星期六, 星期日, 節假日"
188,3.73,ジャンティーユ,https://tabelog.com/tw/tokyo/A1316/A131601/13044382/,"目黑車站 / 麵包, 咖啡店, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期日, 節假日"
189,3.73,虎ノ門 岡埜榮泉 新宿タカシマヤ店,https://tabelog.com/tw/tokyo/A1304/A130401/13056538/,"新宿車站 / 日式點心, 大福, 銅鑼燒",- JPY 999,-,-
190,3.73,ポム・ド・テール,https://tabelog.com/tw/tokyo/A1319/A131907/13009237/,"西荻窪車站 / 貝果, 西式甜點, 三明治",- JPY 999,- JPY 999,"星期一, 星期二, 星期三, 星期六"
191,3.73,天まめ,https://tabelog.com/tw/tokyo/A1313/A131301/13168055/,築地車站 / 日式點心,-,- JPY 999,星期日
192,3.72,スマトラカレー 共栄堂,https://tabelog.com/tw/tokyo/A1310/A131003/13000596/,"神保町車站 / 咖喱, 西式料理, 甜食","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期日
193,3.72,Paul Bassett 新宿,https://tabelog.com/tw/tokyo/A1304/A130401/13026041/,"西新宿車站 / 咖啡店, 蛋糕, 麵包",- JPY 999,- JPY 999,-
194,3.72,ピエール・エルメ・パリ Aoyama,https://tabelog.com/tw/tokyo/A1306/A130602/13014316/,"表參道車站 / 蛋糕, 馬卡龍, 咖啡店","JPY 3,000 - JPY 3,999","JPY 3,000 - JPY 3,999",-
195,3.72,カフェーパウリスタ,https://tabelog.com/tw/tokyo/A1301/A130103/13002648/,"新橋車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",-
196,3.72,うさぎや CAFE,https://tabelog.com/tw/tokyo/A1311/A131101/13184732/,"上野廣小路車站 / 咖啡店, 鬆餅, 刨冰","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期三
197,3.72,甘味おかめ 有楽町店,https://tabelog.com/tw/tokyo/A1301/A130102/13011479/,"有樂町車站 / 日式甜點店, 刨冰",-,- JPY 999,星期一
198,3.72,森乃園,https://tabelog.com/tw/tokyo/A1302/A130204/13041947/,人形町車站 / 軟冰淇淋,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
199,3.72,ザ・リッツ・カールトン カフェ＆デリ,https://tabelog.com/tw/tokyo/A1307/A130701/13037995/,"六本木車站 / 咖啡店, 麵包, 蛋糕","JPY 3,000 - JPY 3,999","JPY 2,000 - JPY 2,999",-
200,3.72,赤坂青野 本店,https://tabelog.com/tw/tokyo/A1308/A130801/13002803/,赤坂車站 / 日式點心,- JPY 999,- JPY 999,"星期日, 節假日"
201,3.72,根津のたいやき,https://tabelog.com/tw/tokyo/A1311/A131106/13003570/,根津車站 / 鯛魚燒・大判燒,-,-,"星期六, 星期日"
202,3.72,あんや,https://tabelog.com/tw/tokyo/A1318/A131814/13007428/,"成城學園前車站 / 日式甜點店, 日式點心, 刨冰",-,"JPY 1,000 - JPY 1,999",-
203,3.72,鳴門金時本舗 栗尾商店 グランスタ店,https://tabelog.com/tw/tokyo/A1302/A130201/13143553/,"東京車站 / 日式點心, 甜食, 西式甜點",-,"JPY 1,000 - JPY 1,999",-
204,3.72,かどや,https://tabelog.com/tw/tokyo/A1324/A132402/13008735/,北千住車站 / 日式點心,- JPY 999,-,-
205,3.72,喜田屋,https://tabelog.com/tw/tokyo/A1319/A131907/13044291/,"西荻窪車站 / 日式點心, 大福",- JPY 999,- JPY 999,"星期一, 星期二"
206,3.72,ル・ルソール,https://tabelog.com/tw/tokyo/A1318/A131801/13268390/,"駒場東大前車站 / 麵包, 西式甜點, 三明治",- JPY 999,- JPY 999,星期一
207,3.72,高橋の酒まんじゅう,https://tabelog.com/tw/tokyo/A1319/A131906/13044820/,荻窪車站 / 日式點心,-,- JPY 999,"星期一, 星期日, 節假日"
208,3.71,レストラン・サカキ,https://tabelog.com/tw/tokyo/A1302/A130202/13002443/,"寶町車站 / 法式料理, 西式料理, 甜食","JPY 8,000 - JPY 9,999","JPY 1,000 - JPY 1,999","星期日, 節假日"
209,3.71,Paul Bassett 渋谷ヒカリエ ＳｈiｎＱｓ 東横のれん街店,https://tabelog.com/tw/tokyo/A1303/A130301/13140156/,"澀谷車站 / 咖啡店, 蛋糕, 鬆餅",- JPY 999,- JPY 999,-
210,3.71,神田伯剌西爾,https://tabelog.com/tw/tokyo/A1310/A131003/13011590/,"神保町車站 / 咖啡館, 咖啡店, 蛋糕",- JPY 999,- JPY 999,-
211,3.71,カフェ マメヒコ 三軒茶屋本店,https://tabelog.com/tw/tokyo/A1317/A131706/13021745/,"三軒茶屋車站 / 咖啡店, 蛋糕, 意式冰淇淋/冰淇淋","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
212,3.71,羽二重団子 本店,https://tabelog.com/tw/tokyo/A1311/A131105/13003775/,"日暮里車站 / 日式點心, 日式甜點店",- JPY 999,- JPY 999,-
213,3.71,フォートナム・アンド・メイソン・コンセプトショップ 日本橋三越店,https://tabelog.com/tw/tokyo/A1302/A130202/13059381/,"三越前車站 / 麵包, 西式甜點, 咖啡店",- JPY 999,- JPY 999,-
214,3.71,すみだ珈琲,https://tabelog.com/tw/tokyo/A1312/A131201/13120781/,"錦糸町車站 / 咖啡店, 咖啡館, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期六, 星期日, 節假日"
215,3.71,亀澤堂,https://tabelog.com/tw/tokyo/A1310/A131003/13021812/,"神保町車站 / 日式點心, 銅鑼燒, 大福",-,- JPY 999,"星期日, 節假日"
216,3.71,いり江,https://tabelog.com/tw/tokyo/A1313/A131303/13008019/,"門前仲町車站 / 日式甜點店, 刨冰",- JPY 999,"JPY 1,000 - JPY 1,999",星期三
217,3.71,ローズベーカリー 丸の内,https://tabelog.com/tw/tokyo/A1302/A130201/13122282/,"二重橋前車站 / 咖啡店, 麵包, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
218,3.71,天野屋,https://tabelog.com/tw/tokyo/A1310/A131002/13006339/,"御茶之水車站 / 日式甜點店, 刨冰",-,- JPY 999,星期二
219,3.71,芋甚,https://tabelog.com/tw/tokyo/A1311/A131106/13003559/,"根津車站 / 日式甜點店, 咖啡店, 刨冰",- JPY 999,- JPY 999,星期一
220,3.71,セル・オ・ブレ,https://tabelog.com/tw/tokyo/A1317/A131710/13044661/,"武藏小山車站 / 麵包, 三明治, 蛋糕",- JPY 999,-,"星期一, 星期日"
221,3.71,菊丸,https://tabelog.com/tw/tokyo/A1311/A131102/13092157/,"田原町車站 / 日式甜點店, 刨冰, 咖啡店",- JPY 999,- JPY 999,星期一
222,3.71,目黒ひいらぎ 碑文谷公園通り店,https://tabelog.com/tw/tokyo/A1317/A131702/13135121/,"學藝大學車站 / 鯛魚燒・大判燒, 刨冰, 日式點心",-,- JPY 999,-
223,3.71,甘いっ子,https://tabelog.com/tw/tokyo/A1319/A131907/13006646/,"西荻窪車站 / 日式甜點店, 刨冰",- JPY 999,"JPY 1,000 - JPY 1,999",星期一
224,3.71,かりんとう 小桜,https://tabelog.com/tw/tokyo/A1311/A131102/13009553/,淺草車站 / 日式點心,-,- JPY 999,星期日
225,3.71,アテスウェイ グラスエショコラ,https://tabelog.com/tw/tokyo/A1320/A132001/13207906/,"西荻窪車站 / 意式冰淇淋/冰淇淋, 巧克力",-,- JPY 999,"星期一, 星期二"
226,3.70,天音,https://tabelog.com/tw/tokyo/A1320/A132001/13019467/,吉祥寺車站 / 鯛魚燒・大判燒,- JPY 999,- JPY 999,-
227,3.70,元祖塩大福 みずの,https://tabelog.com/tw/tokyo/A1323/A132301/13044660/,"巢鴨車站 / 日式點心, 日式甜點店, 食堂",- JPY 999,- JPY 999,-
228,3.70,時屋 新宿小田急ハルク店,https://tabelog.com/tw/tokyo/A1304/A130401/13006696/,"新宿西口車站 / 日式甜點店, 日式點心, 咖啡館",- JPY 999,- JPY 999,-
229,3.70,高木屋老舗,https://tabelog.com/tw/tokyo/A1324/A132403/13018079/,"柴又車站 / 日式點心, 日式甜點店",- JPY 999,- JPY 999,-
230,3.70,自家焙煎珈琲 凡,https://tabelog.com/tw/tokyo/A1304/A130401/13000735/,"新宿西口車站 / 咖啡館, 咖啡店, 蛋糕","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
231,3.70,ヴェルデ,https://tabelog.com/tw/tokyo/A1303/A130302/13050095/,"代官山車站 / 咖啡館, 咖啡店, 蛋糕",- JPY 999,- JPY 999,星期四
232,3.70,カフェ・アンセーニュ・ダングル 自由が丘店,https://tabelog.com/tw/tokyo/A1317/A131703/13017724/,"自由丘車站 / 咖啡館, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
233,3.70,Cafe Tram,https://tabelog.com/tw/tokyo/A1303/A130302/13170379/,"惠比壽車站 / 咖啡店, 咖啡館, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期一, 星期二"
234,3.70,茶の池田や,https://tabelog.com/tw/tokyo/A1304/A130401/13049584/,"新宿車站 / 軟冰淇淋, 咖啡店, 意式冰淇淋/冰淇淋",- JPY 999,- JPY 999,-
235,3.70,銀座甘楽 銀座本店,https://tabelog.com/tw/tokyo/A1301/A130101/13051031/,"銀座車站 / 日式點心, 大福, 銅鑼燒",- JPY 999,-,-
236,3.70,レティエ,https://tabelog.com/tw/tokyo/A1309/A130901/13188523/,"北參道車站 / 軟冰淇淋, 咖啡店, 甜食",- JPY 999,- JPY 999,星期四
237,3.70,今川焼　かしわや,https://tabelog.com/tw/tokyo/A1317/A131706/13114710/,三軒茶屋車站 / 鯛魚燒・大判燒,- JPY 999,-,-
238,3.70,しろいくろ,https://tabelog.com/tw/tokyo/A1307/A130702/13151089/,"麻布十番車站 / 日式點心, 意式冰淇淋/冰淇淋",- JPY 999,-,-
239,3.70,ウッドベリーズ マルシェ,https://tabelog.com/tw/tokyo/A1320/A132001/13161095/,"吉祥寺車站 / 意式冰淇淋/冰淇淋, 咖啡店",- JPY 999,- JPY 999,-
240,3.70,吉野家,https://tabelog.com/tw/tokyo/A1324/A132403/13047535/,"柴又車站 / 日式點心, 甜食, 日式甜點店",- JPY 999,-,-
241,3.70,ナニワヤ・カフェ,https://tabelog.com/tw/tokyo/A1307/A130702/13021127/,"麻布十番車站 / 日式甜點店, 刨冰, 炒麵",- JPY 999,- JPY 999,"星期二, 星期三"
242,3.70,越後屋若狭,https://tabelog.com/tw/tokyo/A1312/A131201/13046248/,濱町車站 / 日式點心,-,-,"星期日, 節假日"
243,3.69,ロクシタンカフェ SHIBUYA TOKYO,https://tabelog.com/tw/tokyo/A1303/A130301/13225574/,"澀谷車站 / 咖啡店, 甜食","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
244,3.69,壽々喜園 浅草本店,https://tabelog.com/tw/tokyo/A1311/A131102/13153620/,"淺草車站 / 意式冰淇淋/冰淇淋, 茶攤",-,- JPY 999,-
245,3.69,Nicolai Bergmann NOMU aoyama,https://tabelog.com/tw/tokyo/A1306/A130602/13121811/,"表參道車站 / 咖啡店, 蛋糕, 三明治","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
246,3.69,THE ROASTERY BY NOZY COFFEE,https://tabelog.com/tw/tokyo/A1303/A130301/13161140/,"明治神宮前車站 / 咖啡店, 甜甜圈",- JPY 999,- JPY 999,-
247,3.69,銀座のジンジャー 銀座本店,https://tabelog.com/tw/tokyo/A1301/A130101/13143693/,"銀座一丁目車站 / 咖啡店, 甜食, 刨冰","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
248,3.69,ブルー・ブリック・ラウンジ,https://tabelog.com/tw/tokyo/A1306/A130602/13004798/,"表參道車站 / 咖啡店, 法式料理, 蛋糕","JPY 4,000 - JPY 4,999","JPY 1,000 - JPY 1,999",-
249,3.69,ローズベーカリー 銀座,https://tabelog.com/tw/tokyo/A1301/A130101/13138416/,"銀座車站 / 咖啡店, 麵包, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
250,3.69,初音,https://tabelog.com/tw/tokyo/A1302/A130204/13003045/,"人形町車站 / 日式甜點店, 咖啡店, 日式點心","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期二
251,3.69,パティスリー イーズ,https://tabelog.com/tw/tokyo/A1302/A130202/13246269/,茅場町車站 / 蛋糕,- JPY 999,- JPY 999,星期三
252,3.69,茶庭 然花抄院 渋谷ヒカリエ ShinQs店,https://tabelog.com/tw/tokyo/A1303/A130301/13140148/,"澀谷車站 / 日式甜點店, 刨冰, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
253,3.69,ハドソンマーケットベーカーズ,https://tabelog.com/tw/tokyo/A1307/A130702/13144811/,"麻布十番車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
254,3.69,ヘッケルン,https://tabelog.com/tw/tokyo/A1308/A130802/13057178/,"虎之門車站 / 咖啡館, 咖啡店, 甜食",- JPY 999,- JPY 999,"星期三, 星期六, 星期日"
255,3.69,虎穴,https://tabelog.com/tw/tokyo/A1302/A130204/13098919/,"馬食橫山車站 / 中餐, 甜食","JPY 10,000 - JPY 14,999","JPY 1,000 - JPY 1,999",星期一
256,3.69,PARLA,https://tabelog.com/tw/tokyo/A1306/A130603/13174527/,外苑前車站 / 可麗餅/法式薄餅,-,"JPY 1,000 - JPY 1,999",-
257,3.69,ショコラティエ・エリカ,https://tabelog.com/tw/tokyo/A1316/A131602/13001875/,"白金台車站 / 巧克力, 咖啡店, 蛋糕",-,"JPY 2,000 - JPY 2,999",-
258,3.69,365日,https://tabelog.com/tw/tokyo/A1318/A131810/13263836/,"代代木八幡車站 / 麵包, 蛋糕","JPY 1,000 - JPY 1,999",-,-
259,3.69,HIGASHIYA man,https://tabelog.com/tw/tokyo/A1306/A130602/13050885/,"表參道車站 / 日式點心, 大福",- JPY 999,-,-
260,3.69,アンティカ ジェラテリア 玉川店,https://tabelog.com/tw/tokyo/A1317/A131708/13018929/,"二子玉川車站 / 意式冰淇淋/冰淇淋, 咖啡店",-,- JPY 999,-
261,3.69,石田屋,https://tabelog.com/tw/tokyo/A1322/A132203/13003807/,"上板橋車站 / 日式點心, 蛋糕, 銅鑼燒",- JPY 999,-,星期二
262,3.69,浪花家 江戸川橋,https://tabelog.com/tw/tokyo/A1309/A130905/13006453/,江戶川橋車站 / 鯛魚燒・大判燒,- JPY 999,-,星期二
